Author,Company,Download,Title,Before Parsing
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0050-01-000s-september-2016-meeting-presentation.pptx,September 2016 Meeting Presentation,GRIDMAN Task Group
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0034-03-000s-p802-16s-system-requirements-document-srd.docx,P802.16s System Requirements Document (SRD),GRIDMAN Task Group
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0044-03-000s-802-16s-draft-system-description-document-sdd.docx,802.16s Draft System Description Document (SDD),GRIDMAN Task Group
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0044-02-000s-802-16s-draft-system-description-document-sdd.docx,802.16s Draft System Description Document (SDD),GRIDMAN Task Group
Menashe Shahar,"""Full Spectrum""",https://mentor.ieee.org/802.16/dcn/16/16-16-0039-03-Gcon-proposed-phy-layer-parameters-for-ieee-802-16s.docx,Proposed PHY Layer Parameters for IEEE 802.16s,Menashe Shahar (Full Spectrum)
Menashe Shahar,"""Full Spectrum""",https://mentor.ieee.org/802.16/dcn/16/16-16-0039-02-Gcon-proposed-phy-layer-parameters-for-ieee-802-16s.docx,Proposed PHY Layer Parameters for IEEE 802.16s,Menashe Shahar (Full Spectrum)
Harry Bims,"""WG Secretary""",https://mentor.ieee.org/802.16/dcn/16/16-16-0055-00-Gdoc-ieee-802-16-working-group-and-gridman-task-group-minutes-of-session-105.doc,IEEE 802.16 Working Group and GRIDMAN Task Group Minutes of Session #105,Harry Bims (WG Secretary)
Harry Bims,"""WG Secretary""",https://mentor.ieee.org/802.16/dcn/16/16-16-0054-00-Gdoc-ieee-802-16-working-group-and-gridman-task-group-minutes-of-session-104.doc,IEEE 802.16 Working Group and GRIDMAN Task Group Minutes of Session #104,Harry Bims (WG Secretary)
Harry Bims,"""Acting Chair""",https://mentor.ieee.org/802.16/dcn/16/16-16-0053-00-Gdoc-process-to-obtain-802-16-voting-membership-status.pdf,Process to Obtain 802.16 Voting Membership Status,Harry Bims (Acting Chair)
Harry Bims,"""IEEE 802.16 WG""",https://mentor.ieee.org/802.16/dcn/16/16-16-0052-00-Gdoc-ieee-802-16-status-report-for-session-105.pdf,IEEE 802.16 Status Report for Session #105,Harry Bims (IEEE 802.16 WG)
Menashe Shahar,"""Full Spectrum""",https://mentor.ieee.org/802.16/dcn/16/16-16-0051-00-000s-proposed-mac-changes.xlsx,Proposed MAC Changes,Menashe Shahar (Full Spectrum)
Doug Gray,"""EPRI""",https://mentor.ieee.org/802.16/dcn/16/16-16-0047-01-000s-benefits-of-specific-phy-layer-parameters-to-support-1mhz-channels.docx,Benefits of Specific PHY Layer Parameters to Support 1MHz Channels,Doug Gray (EPRI)
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0050-00-000s-september-2016-meeting-presentation.pptx,September 2016 Meeting Presentation,GRIDMAN Task Group
Menashe Shahar,"""Full Spectrum""",https://mentor.ieee.org/802.16/dcn/16/16-16-0049-00-000s-mac-overhead-calculator.xlsx,MAC Overhead Calculator,Menashe Shahar (Full Spectrum)
Menashe Shahar,"""Full Spectrum""",https://mentor.ieee.org/802.16/dcn/16/16-16-0039-01-Gcon-proposed-phy-layer-parameters-for-ieee-802-16s.docx,Proposed PHY Layer Parameters for IEEE 802.16s,Menashe Shahar (Full Spectrum)
Doug Gray,"""EPRI""",https://mentor.ieee.org/802.16/dcn/16/16-16-0047-00-000s-benefits-of-specific-phy-layer-parameters-to-support-1mhz-channels.docx,Benefits of Specific PHY Layer Parameters to Support 1MHz Channels,Doug Gray (EPRI)
Doug Gray,"""EPRI""",https://mentor.ieee.org/802.16/dcn/16/16-16-0037-02-000s-evaluation-of-alternatives-for-1-mhz-channels.docx,Evaluation of Alternatives for 1 MHz Channels,Doug Gray (EPRI)
WG Secretary,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0043-01-Gdoc-ieee-802-16-working-group-and-gridman-task-group-minutes-of-session-104.doc,IEEE 802.16 Working Group and GRIDMAN Task Group Minutes of Session #104,WG Secretary
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0041-03-000s-july-2016-meeting-presentation.pptx,July 2016 Meeting Presentation,GRIDMAN Task Group
WG Secretary,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0032-02-Gdoc-ieee-802-16-working-group-and-gridman-task-group-minutes-of-session-103.doc,IEEE 802.16 Working Group and GRIDMAN Task Group Minutes of Session #103,WG Secretary
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0035-02-000s-call-for-contributions-project-802-16s.docx,Call for Contributions: Project 802.16s,GRIDMAN Task Group
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0044-01-000s-802-16s-draft-system-description-document-sdd.docx,802.16s Draft System Description Document (SDD),GRIDMAN Task Group
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0046-00-000s-guidelines-for-proposals.docx,Guidelines for Proposals,GRIDMAN Task Group
Doug Gray,"""EPRI""",https://mentor.ieee.org/802.16/dcn/16/16-16-0037-01-000s-evaluation-of-alternatives-for-1-mhz-channels.docx,Evaluation of Alternatives for 1 MHz Channels,Doug Gray (EPRI)
Menashe Shahar,"""Full Spectrum""",https://mentor.ieee.org/802.16/dcn/16/16-16-0045-00-000s-guidelines-for-overhead-evaluation-of-ieee-802-16s-proposals.docx,Guidelines for Overhead Evaluation of IEEE 802.16s Proposals,Menashe Shahar (Full Spectrum)
WG Secretary,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0032-01-Gdoc-ieee-802-16-working-group-and-gridman-task-group-minutes-of-session-103.doc,IEEE 802.16 Working Group and GRIDMAN Task Group Minutes of Session #103,WG Secretary
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0034-02-000s-p802-16s-system-requirements-document-srd.docx,P802.16s System Requirements Document (SRD),GRIDMAN Task Group
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0044-00-000s-802-16s-draft-system-description-document-sdd.docx,802.16s Draft System Description Document (SDD),GRIDMAN Task Group
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0041-02-000s-july-2016-meeting-presentation.pptx,July 2016 Meeting Presentation,GRIDMAN Task Group
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0041-01-000s-july-2016-meeting-presentation.pptx,July 2016 Meeting Presentation,GRIDMAN Task Group
WG Secretary,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0043-00-Gdoc-ieee-802-16-working-group-and-gridman-task-group-minutes-of-session-104.doc,IEEE 802.16 Working Group and GRIDMAN Task Group Minutes of Session #104,WG Secretary
Tim Godfrey,"""EPRI""",https://mentor.ieee.org/802.16/dcn/16/16-16-0042-00-Gcon-treasurer-report-july-2016.pptx,Treasurer Report - July 2016,Tim Godfrey (EPRI)
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0041-00-000s-july-2016-meeting-presentation.pptx,July 2016 Meeting Presentation,GRIDMAN Task Group
Roger Marks,"""IEEE 802.16""",https://mentor.ieee.org/802.16/dcn/16/16-16-0040-00-Gdoc-ieee-802-16-status-report-session-104.pdf,"IEEE 802.16 Status Report, Session #104",Roger Marks (IEEE 802.16)
Menashe Shahar,"""Full Spectrum""",https://mentor.ieee.org/802.16/dcn/16/16-16-0039-00-Gcon-proposed-phy-layer-parameters-for-ieee-802-16s.docx,Proposed PHY Layer Parameters for IEEE 802.16s,Menashe Shahar (Full Spectrum)
IEEE 802.16 Working Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0013-02-Gdoc-csd-amendment-for-fixed-and-mobile-wireless-access-in-channel-sizes-less-than-1-25-mhz.pdf,CSD: Amendment for fixed and mobile wireless access in channel sizes less than 1.25 MHz,IEEE 802.16 Working Group
Roger B. Marks,"""EthAirNet Associates""",https://mentor.ieee.org/802.16/dcn/16/16-16-0038-00-000s-authorized-p802-16s-par.pdf,Authorized P802.16s PAR,Roger B. Marks (EthAirNet Associates)
Doug Gray,"""EPRI""",https://mentor.ieee.org/802.16/dcn/16/16-16-0037-00-000s-evaluation-of-alternatives-for-1-mhz-channels.docx,Evaluation of Alternatives for 1 MHz Channels,Doug Gray (EPRI)
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0035-01-000s-call-for-contributions-project-802-16s.docx,Call for Contributions: Project 802.16s,GRIDMAN Task Group
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0031-01-Gdoc-gridman-task-group-may-2016-meeting-presentation.pptx,GRIDMAN Task Group - May 2016 Meeting Presentation,GRIDMAN Task Group
Rodney D. Kaufman,"""First Energy) - submitted by Robert Finch (Select Spectrum/BPC Spectrum""",https://mentor.ieee.org/802.16/dcn/16/16-16-0036-00-000s-requirements-contribution-802-16s.docx,Requirements Contribution 802.16s,Rodney D. Kaufman (First Energy) - submitted by Robert Finch (Select Spectrum/BPC Spectrum)
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0035-00-000s-call-for-contributions-project-802-16s.docx,Call for Contributions: Project 802.16s,GRIDMAN Task Group
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0034-01-000s-p802-16s-system-requirements-document-srd.docx,P802.16s System Requirements Document (SRD),GRIDMAN Task Group
Harry Bims,"""WG Secretary""",https://mentor.ieee.org/802.16/dcn/16/16-16-0022-01-Gdoc-ieee-802-16-working-group-and-gridman-task-group-minutes-of-session-103.doc,IEEE 802.16 Working Group and GRIDMAN Task Group Minutes of Session #103,Harry Bims (WG Secretary)
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0034-00-000s-p802-16s-system-requirements-document-srd.docx,P802.16s System Requirements Document (SRD),GRIDMAN Task Group
Robert Finch,"""Select Spectrum""",https://mentor.ieee.org/802.16/dcn/16/16-16-0033-00-000s-draft-applications-submission-to-ieee-gridman-task-group.docx,Draft Applications Submission to IEEE GRIDMAN Task Group,Robert Finch (Select Spectrum)
WG Secretary,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0032-00-Gdoc-ieee-802-16-working-group-and-gridman-task-group-minutes-of-session-103.doc,IEEE 802.16 Working Group and GRIDMAN Task Group Minutes of Session #103,WG Secretary
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0031-00-Gdoc-gridman-task-group-may-2016-meeting-presentation.pptx,GRIDMAN Task Group - May 2016 Meeting Presentation,GRIDMAN Task Group
Menashe Shahar,"""Full Spectrum), Guy Simpson (Full Spectrum""",https://mentor.ieee.org/802.16/dcn/16/16-16-0030-00-Gcon-802-16s-amendment-outline.docx,802.16s Amendment Outline,"Menashe Shahar (Full Spectrum), Guy Simpson (Full Spectrum)"
Menashe Shahar,"""Full Spectrum""",https://mentor.ieee.org/802.16/dcn/16/16-16-0029-01-Gcon-802-16s-air-interface-considerations.docx,802.16s Air Interface Considerations,Menashe Shahar (Full Spectrum)
Menashe Shahar,"""Full Spectrum""",https://mentor.ieee.org/802.16/dcn/16/16-16-0029-00-Gcon-802-16s-air-interface-considerations.docx,802.16s Air Interface Considerations,Menashe Shahar (Full Spectrum)
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0028-00-Gdoc-call-for-contributions-gridman-task-group-narrower-channel-operation.docx,Call for Contributions: GRIDMAN Task Group: Narrower Channel Operation,GRIDMAN Task Group
Roger B. Marks,"""EthAirNet Associates""",https://mentor.ieee.org/802.16/dcn/16/16-16-0027-00-Gcon-comments-on-draft-minutes-of-session-102-802-16-16-0022-00.doc,Comments on Draft Minutes of Session #102 (802.16-16-0022-00),Roger B. Marks (EthAirNet Associates)
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0012-03-Gdoc-draft-par-amendment-for-fixed-and-mobile-wireless-access-in-channel-sizes-less-than-1-25-mhz.docx,Draft PAR: Amendment for fixed and mobile wireless access in channel sizes less than 1.25 MHz,GRIDMAN Task Group
Roger B. Marks,"""EthAirNet Associates; IEEE-SA""",https://mentor.ieee.org/802.16/dcn/16/16-16-0026-00-Gdoc-p802-16s-par-comments-and-responses.pdf,P802.16s PAR Comments and Responses,Roger B. Marks (EthAirNet Associates; IEEE-SA)
Roger B. Marks,"""EthAirNet Associates; IEEE-SA""",https://mentor.ieee.org/802.16/dcn/16/16-16-0025-00-Gdoc-ieee-802-16-working-group-proposal-for-p802-16s-par.pdf,IEEE 802.16 Working Group Proposal for P802.16s PAR,Roger B. Marks (EthAirNet Associates; IEEE-SA)
Tim Godfrey,"""EPRI""",https://mentor.ieee.org/802.16/dcn/16/16-16-0024-00-Gdoc-gridman-task-group-closing-report-session-102.doc,GRIDMAN Task Group - Closing Report Session #102,Tim Godfrey (EPRI)
Tim Godfrey,"""EPRI""",https://mentor.ieee.org/802.16/dcn/16/16-16-0023-00-Gcon-treasurer-report-march-2016.pptx,Treasurer Report - March 2016,Tim Godfrey (EPRI)
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0012-02-Gdoc-draft-par-amendment-for-fixed-and-mobile-wireless-access-in-channel-sizes-less-than-1-25-mhz.docx,Draft PAR: Amendment for fixed and mobile wireless access in channel sizes less than 1.25 MHz,GRIDMAN Task Group
Roger Marks,"""IEEE 802.16""",https://mentor.ieee.org/802.16/dcn/16/16-16-0019-01-Gdoc-draft-par-802-16rev4-for-revision-to-ieee-std-802-16.docx,Draft PAR 802.16Rev4 for Revision to IEEE Std 802.16,Roger Marks (IEEE 802.16)
Harry Bims,"""WG Secretary""",https://mentor.ieee.org/802.16/dcn/16/16-16-0022-00-Gdoc-ieee-802-16-working-group-and-gridman-task-group-minutes-of-session-103.doc,IEEE 802.16 Working Group and GRIDMAN Task Group Minutes of Session #103,Harry Bims (WG Secretary)
WP 5D; uploaded by Roger Marks,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0021-00-WGLS-ls-from-wp-5d-characteristics-of-imt-systems-for-frequency-sharing-interference-analysis-24-25-86-ghz.pdf,"LS from WP 5D: Characteristics of IMT systems for frequency sharing/interference analysis, 24.25-86 GHz",WP 5D; uploaded by Roger Marks
WP 5D; uploaded by Roger Marks,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0020-00-WGLS-ls-from-wp-5d-schedule-for-updating-recommendation-itu-r-m-2012-to-revision-3.pdf,LS from WP 5D: Schedule for updating Recommendation ITU-R M.2012 to Revision 3,WP 5D; uploaded by Roger Marks
Roger Marks,"""IEEE 802.16""",https://mentor.ieee.org/802.16/dcn/16/16-16-0019-00-Gdoc-draft-par-802-16rev4-for-revision-to-ieee-std-802-16.docx,Draft PAR 802.16Rev4 for Revision to IEEE Std 802.16,Roger Marks (IEEE 802.16)
Roger Marks,"""IEEE 802.16""",https://mentor.ieee.org/802.16/dcn/16/16-16-0018-00-Gdoc-ieee-802-16-status-report-session-102.pdf,"IEEE 802.16 Status Report, Session #102",Roger Marks (IEEE 802.16)
Roger Marks,"""EthAirNet Associates""",https://mentor.ieee.org/802.16/dcn/16/16-16-0017-00-Gdoc-working-group-officer-election-ballot.pdf,Working Group Officer Election Ballot,Roger Marks (EthAirNet Associates)
Menashe Shahar,"""Full Spectrum""",https://mentor.ieee.org/802.16/dcn/16/16-16-0016-00-Gcon-fullmax-latency.docx,FullMAX Latency,Menashe Shahar (Full Spectrum)
Menashe Shahar,"""Full Spectrum""",https://mentor.ieee.org/802.16/dcn/16/16-16-0015-00-Gcon-fullmax-vs-standard-802-16-overhead.docx,FullMAX vs. Standard 802.16 Overhead,Menashe Shahar (Full Spectrum)
Nick Ridler,"""IEEE MTT Society""",https://mentor.ieee.org/802.16/dcn/16/16-16-0014-00-Gdoc-ieee-mtt-society-concurrence-on-p802-16-par.pdf,IEEE MTT Society Concurrence on P802.16 PAR,Nick Ridler (IEEE MTT Society) [uploaded by Roger Marks]
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0013-01-Gdoc-csd-amendment-for-fixed-and-mobile-wireless-access-in-channel-sizes-less-than-1-25-mhz.docx,CSD: Amendment for fixed and mobile wireless access in channel sizes less than 1.25 MHz,GRIDMAN Task Group
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0012-01-Gdoc-draft-par-amendment-for-fixed-and-mobile-wireless-access-in-channel-sizes-less-than-1-25-mhz.docx,Draft PAR: Amendment for fixed and mobile wireless access in channel sizes less than 1.25 MHz,GRIDMAN Task Group
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0008-02-Gdoc-draft-par-and-csd-amendment-for-fixed-and-mobile-wireless-access-in-channel-sizes-less-than-1-25-mhz.docx,Draft PAR and CSD: Amendment for fixed and mobile wireless access in channel sizes less than 1.25 MHz,GRIDMAN Task Group
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0013-00-Gdoc-csd-amendment-for-fixed-and-mobile-wireless-access-in-channel-sizes-less-than-1-25-mhz.docx,CSD: Amendment for fixed and mobile wireless access in channel sizes less than 1.25 MHz,GRIDMAN Task Group
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0012-00-Gdoc-draft-par-amendment-for-fixed-and-mobile-wireless-access-in-channel-sizes-less-than-1-25-mhz.docx,Draft PAR: Amendment for fixed and mobile wireless access in channel sizes less than 1.25 MHz,GRIDMAN Task Group
Tim Godfrey,"""EPRI), Doug Gray (TCS""",https://mentor.ieee.org/802.16/dcn/16/16-16-0011-00-Gcon-an-evaluation-of-alternative-solutions-for-1-mhz-channels-for-smart-grid-applications.docx,An Evaluation of Alternative Solutions for 1 MHz Channels for Smart Grid Applications,"Tim Godfrey (EPRI), Doug Gray (TCS)"
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0008-01-Gdoc-draft-par-and-csd-amendment-for-fixed-and-mobile-wireless-access-in-channel-sizes-less-than-1-25-mhz.docx,Draft PAR and CSD: Amendment for fixed and mobile wireless access in channel sizes less than 1.25 MHz,GRIDMAN Task Group
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0010-00-Gdoc-gridman-task-group-closing-report-session-101.doc,GRIDMAN Task Group - Closing Report Session #101,GRIDMAN Task Group
Tim Godfrey,"""EPRI""",https://mentor.ieee.org/802.16/dcn/16/16-16-0009-00-Gcon-update-on-participation-and-support-for-the-802-16s-project.doc,Update on participation and support for the 802.16s project,Tim Godfrey (EPRI)
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/16/16-16-0008-00-Gdoc-draft-par-and-csd-amendment-for-fixed-and-mobile-wireless-access-in-channel-sizes-less-than-1-25-mhz.docx,Draft PAR and CSD: Amendment for fixed and mobile wireless access in channel sizes less than 1.25 MHz,GRIDMAN Task Group
GRIDMAN Task Group,no company,https://mentor.ieee.org/802.16/dcn/15/16-15-0038-03-Gdoc-draft-par-and-csd-amendment-for-fixed-and-mobile-wireless-access-in-channel-sizes-less-than-1-25-mhz.docx,Draft PAR and CSD: Amendment for fixed and mobile wireless access in channel sizes less than 1.25 MHz,GRIDMAN Task Group
Vernan Hogge,"""Northewestern Energy""",https://mentor.ieee.org/802.16/dcn/16/16-16-0007-00-Gcon-northwestern-energy-support-for-802-16s.pdf,Northwestern Energy support for 802.16s,Vernan Hogge (Northewestern Energy)
Shaun Skidmore,"""Idaho Power""",https://mentor.ieee.org/802.16/dcn/16/16-16-0006-00-Gcon-idaho-power-support-for-802-16s.pdf,Idaho Power support for 802.16s,Shaun Skidmore (Idaho Power)
Jeff Neuenfeldt,"""Salt River Project""",https://mentor.ieee.org/802.16/dcn/16/16-16-0005-00-Gcon-salt-river-project-support-for-802-16s.pdf,Salt River Project support for 802.16s,Jeff Neuenfeldt (Salt River Project)
Tim Godfrey,"""EPRI""",https://mentor.ieee.org/802.16/dcn/16/16-16-0001-01-Gcon-802-16-802-24-tutorial-proposed-802-16s-narrowband-project.pdf,802.16/802.24 Tutorial: Proposed 802.16s Narrowband Project,"Tim Godfrey (EPRI), et al."
Roger Marks,"""IEEE 802.16""",https://mentor.ieee.org/802.16/dcn/16/16-16-0003-00-Gdoc-ieee-802-16-status-report-session-101.pdf,"IEEE 802.16 Status Report, Session #101",Roger Marks (IEEE 802.16)
